Variant Annotation ID	Variant/Haplotypes	Drug(s)	Phenotype Category	Significance	Sentence	Allele Of Frequency In Cases	Allele Of Frequency In Controls	P Value	Ratio Stat Type	Ratio Stat	Confidence Interval Start	Confidence Interval Stop
1183490988	CYP2C9*1, CYP2C9*2, CYP2C9*3	losartan	Efficacy	yes	CYP2C9 *1/*3 is associated with decreased response to losartan in people with Kidney Diseases as compared to CYP2C9 *1/*1.	*3		< 0.05	Unknown			
982028496	CYP2C9*1, CYP2C9*3	losartan	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.001	Unknown			
982028496	CYP2C9*1, CYP2C9*3	losartan	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.01	Unknown			
982028496	CYP2C9*1, CYP2C9*3	losartan	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.01	Unknown			
982045328	CYP2D6*4, CYP2D6*5, CYP2D6*6	carvedilol,metoprolol	Efficacy	no	CYP2D6 *4/*5 + *4/*6 is not associated with response to carvedilol or metoprolol in people with Heart Failure.			= 0.75	Unknown			
1183490976	CYP2C9*1, CYP2C9*2, CYP2C9*3	losartan	Efficacy	yes	CYP2C9 *1/*2 is associated with decreased response to losartan in people with Kidney Diseases as compared to CYP2C9 *1/*1.	*2		< 0.05	Unknown			
1027521661	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenprocoumon	Metabolism/PK	yes	CYP2C9 *2 + *3 are associated with decreased metabolism of phenprocoumon in healthy individuals as compared to CYP2C9 *1.			= 0.005	Unknown			
1043858738	SLCO1B1*15, SLCO1B1*37	olmesartan	Metabolism/PK	yes	SLCO1B1 *15 is associated with decreased clearance of olmesartan in healthy individuals as compared to SLCO1B1 *37.	*15		< 0.05	Unknown			
982047143	CYP2C19*1, CYP2C19*2	tacrolimus	Dosage	yes	CYP2C19 *2/*2 is associated with decreased dose of tacrolimus in people with Kidney Transplantation as compared to CYP2C19 *1/*1 + *1/*2.	*2		= 0.028	Unknown			
1184509867	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	sertraline	Efficacy	no	SLC6A4 HTTLPR short form (S allele)/HTTLPR short form (S allele) is associated with increased response to sertraline in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR long form (L allele).			= 0.10	OR			
982047169	CYP2C19*1, CYP2C19*2	tacrolimus	Dosage	no	CYP2C19 *2/*2 is not associated with dose of tacrolimus in people with Kidney Transplantation as compared to CYP2C19 *1/*1 + *1/*2.	*2			Unknown			
982043801	SLCO1B1*15, SLCO1B1*37	rosuvastatin	Metabolism/PK	yes	SLCO1B1 *15/*15 is associated with decreased metabolism of rosuvastatin in healthy individuals as compared to SLCO1B1 *37/*37.			= 0.0707	Unknown			
982045166	CYP3A4*1, CYP3A4*4	simvastatin	Efficacy	yes	CYP3A4 *1/*4 is associated with increased response to simvastatin in people with Hyperlipidemias as compared to CYP3A4 *1/*1.	*4		= 0.0015	Unknown			
982028504	CYP2C9*1, CYP2C9*13	losartan	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.001	Unknown			
982028504	CYP2C9*1, CYP2C9*13	losartan	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.001	Unknown			
982028504	CYP2C9*1, CYP2C9*13	losartan	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.01	Unknown			
982028504	CYP2C9*1, CYP2C9*13	losartan	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.01	Unknown			
982028504	CYP2C9*1, CYP2C9*13	losartan	Metabolism/PK	yes	CYP2C9 *1/*13 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.01	Unknown			
982046660	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenprocoumon	Metabolism/PK	yes	CYP2C9 *2 + *3 are associated with decreased metabolism of phenprocoumon as compared to CYP2C9 *1.			< 0.001	Unknown			
982006758	CYP2D6*1, CYP2D6*1xN, CYP2D6*2xN	ondansetron	Efficacy	yes	CYP2D6 *1xN + *2xN are associated with decreased response to ondansetron in women as compared to CYP2D6 *1.			= 0.034	Unknown			
1041119744	CYP3A4*1, CYP3A4*36	simvastatin	Efficacy	no	CYP3A4 *1/*1 is not associated with response to simvastatin in people with Hyperlipidemias as compared to CYP3A4 *36/*36.			= 0.867	Unknown			
982047452	CYP2C9*1, CYP2C9*3	nateglinide	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of nateglinide in healthy individuals as compared to CYP2C9 *1/*1.	*1		< 0.003	Unknown			
981954763	CYP2D6*2, CYP2D6*10	metoclopramide	Efficacy	no	CYP2D6 *2/*2 + *2/*10 are not associated with response to metoclopramide in people with Neoplasms.			= 0.93	Unknown			
1043818092	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenprocoumon	Dosage	yes	CYP2C9 *2 + *3 are associated with decreased dose of phenprocoumon as compared to CYP2C9 *1.	*2		< 0.0017	Unknown			
1451132020	CYP2C19*1, CYP2C19*17	progesterone	Metabolism/PK	no	CYP2C19 *1/*17 + *17/*17 are not associated with exposure to progesterone in women as compared to CYP2C19 *1/*1.							
1183619945	CYP2D6*1, CYP2D6*10	risperidone	Metabolism/PK	yes	CYP2D6 *10 is associated with decreased metabolism of risperidone in people with Schizophrenia as compared to CYP2D6 *1.	*10		= 0.004	Unknown			
1183630106	CYP2D6*1, CYP2D6*10	haloperidol	Metabolism/PK	yes	CYP2D6 *10 is associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.			= 0.05	Unknown			
1183620832	CYP2D6*1, CYP2D6*10	risperidone	Metabolism/PK	yes	CYP2D6 *10 is associated with decreased metabolism of risperidone in healthy individuals as compared to CYP2D6 *1.	*10		= 0.01	Unknown			
1183629618	CYP2D6*1, CYP2D6*10	haloperidol	Metabolism/PK	no	CYP2D6 *10 is not associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.	*10		= 0.52	Unknown			
1183629560	CYP2D6*4, CYP2D6*6	debrisoquine,dextromethorphan	Metabolism/PK	not stated	CYP2D6 *4/*6 is associated with decreased metabolism of debrisoquine or dextromethorphan.				Unknown			
1183618528	CYP2C19*1, CYP2C19*2, CYP2C19*3	famotidine	Efficacy	no	CYP2C19 *1/*1 is not associated with response to famotidine in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3.	*1			Unknown			
1183618478	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to lansoprazole in healthy individuals as compared to CYP2C19 *2/*3 + *2/*2.	*1		= 0.006	Unknown			
1183620682	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
1183620682	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
982044314	CYP2D6*1, CYP2D6*4	carvedilol	Metabolism/PK	yes	CYP2D6 *1/*4 is associated with decreased clearance of carvedilol in people with Heart Diseases as compared to CYP2D6 *1/*1.			< 0.001	Unknown			
1183619427	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to omeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.	*1			OR	3.45	1.11	10.7
1183621536	CYP2C19*1, CYP2C19*2, CYP2C19*17	pantoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to pantoprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *2/*17 + *2/*2.	*2		= 0.015	OR	4.2	1.35	13.05
1183619401	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to lansoprazole in people with Gastroesophageal Reflux as compared to CYP2C19 *1/*2 + *1/*3.	*1		= 0.05	Unknown			
1183624295	CYP2C19*1, CYP2C19*2	esomeprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of esomeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.079	Unknown			
1183624295	CYP2C19*1, CYP2C19*2	esomeprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of esomeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.369	Unknown			
1183618316	CYP2C19*1, CYP2C19*17	escitalopram	Metabolism/PK	no	CYP2C19 *17/*17 is associated with increased clearance of escitalopram in healthy individuals as compared to CYP2C19 *1/*1.	*17		= 0.08	Unknown			
982046974	CYP2D6*1, CYP2D6*2xN	citalopram	Metabolism/PK	no	CYP2D6 *1/*2xN is not associated with increased metabolism of citalopram in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1.	*2XN			Unknown			
1183622326	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*2 + *1/*3.	*1		= 0.05	Unknown			
982045318	CYP2D6*4, CYP2D6*5, CYP2D6*6	carvedilol	Dosage	yes	CYP2D6 *4/*5 + *4/*6 is associated with increased dose of carvedilol in people with Heart Failure.			= 0.02	Unknown			
1183623479	CYP2C19*1, CYP2C19*2, CYP2C19*17	omeprazole,pantoprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.204	Unknown			
1183623479	CYP2C19*1, CYP2C19*2, CYP2C19*17	omeprazole,pantoprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.822	Unknown			
1183623479	CYP2C19*1, CYP2C19*2, CYP2C19*17	omeprazole,pantoprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.900	Unknown			
1183623479	CYP2C19*1, CYP2C19*2, CYP2C19*17	omeprazole,pantoprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.981	Unknown			
1183620957	CYP2C19*1, CYP2C19*2	omeprazole,pantoprazole	Efficacy	yes	CYP2C19 *1/*2 is associated with increased response to omeprazole or pantoprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*1.	*1		= 0.05	OR	5.78	1.27	26.25
982044321	CYP2D6*1, CYP2D6*5	carvedilol	Metabolism/PK	yes	CYP2D6 *1/*5 is associated with decreased clearance of carvedilol in people with Heart Diseases as compared to CYP2D6 *1/*1.			< 0.001	Unknown			
1183618939	CYP2D6*1, CYP2D6*2	aripiprazole	Metabolism/PK	no	CYP2D6 *2 is not associated with decreased metabolism of aripiprazole in healthy individuals as compared to CYP2D6 *1.	*2		= 0.01	Unknown			
1183618318	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *2/*2 + *3/*3 is associated with increased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*1 + *1/*2 + *1/*3.	*1		= 0.0278	Unknown			
1183618318	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *2/*2 + *3/*3 is associated with increased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*1 + *1/*2 + *1/*3.	*1		= 0.0359	Unknown			
1183618318	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *2/*2 + *3/*3 is associated with increased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*1 + *1/*2 + *1/*3.	*1		= 0.0491	Unknown			
1183618318	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *2/*2 + *3/*3 is associated with increased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*1 + *1/*2 + *1/*3.	*1		= 0.0676	Unknown			
1183618318	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	yes	CYP2C19 *2/*2 + *3/*3 is associated with increased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*1 + *1/*2 + *1/*3.	*1		= 0.1190	Unknown			
982043452	CYP2D6*1, CYP2D6*2, CYP2D6*10	carvedilol	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased clearance of carvedilol in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.			< 0.01	Unknown			
982043452	CYP2D6*1, CYP2D6*2, CYP2D6*10	carvedilol	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased clearance of carvedilol in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.			< 0.01	Unknown			
1183617247	CYP2D6*1, CYP2D6*3	zuclopenthixol	Metabolism/PK	yes	CYP2D6 *3 is associated with decreased metabolism of zuclopenthixol in people with Schizophrenia as compared to CYP2D6 *1.	*3		= 0.03	Unknown			
1183491053	CYP2C9*1, CYP2C9*3	losartan	Efficacy	no	CYP2C9 *1/*3 is not associated with decreased response to losartan in people with Hypertension as compared to CYP2C9 *1/*1.	*3			Unknown			
1183620420	CYP2C9*1, CYP2C9*2	risperidone	Metabolism/PK	no	CYP2C9 *2 is not associated with decreased metabolism of risperidone in people with Schizophrenia as compared to CYP2C9 *1.	*2		= 0.05	Unknown			
1183615619	CYP2D6*1, CYP2D6*4	risperidone	Efficacy	yes	CYP2D6 *4/*4 is associated with increased response to risperidone in people with Schizophrenia as compared to CYP2D6 *1/*1.			= 0.049	OR	0.05	0.002	0.982
1183624182	CYP2C19*1, CYP2C19*2	esomeprazole	Efficacy	no	CYP2C19 *1/*2 is not associated with response to esomeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.158	Unknown			
1183624182	CYP2C19*1, CYP2C19*2	esomeprazole	Efficacy	no	CYP2C19 *1/*2 is not associated with response to esomeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.165	Unknown			
1183624182	CYP2C19*1, CYP2C19*2	esomeprazole	Efficacy	no	CYP2C19 *1/*2 is not associated with response to esomeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.568	Unknown			
1183624182	CYP2C19*1, CYP2C19*2	esomeprazole	Efficacy	no	CYP2C19 *1/*2 is not associated with response to esomeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.590	Unknown			
1183630934	CYP2D6*1, CYP2D6*10, CYP2D6*17	haloperidol	Metabolism/PK	no	CYP2D6 *1/*10 + *17/*17 are not associated with decreased metabolism of haloperidol in healthy individuals as compared to CYP2D6 *1/*1.				Unknown			
1183617426	CYP2D6*1, CYP2D6*4	amitriptyline,clomipramine,doxepin,imipramine,maprotiline,nortriptyline,opipramol	Dosage,Efficacy	yes	CYP2D6 *4/*4 is associated with decreased dose of amitriptyline, clomipramine, doxepin, imipramine, maprotiline, nortriptyline or Opipramol in people with Depression as compared to CYP2D6 *1/*1.	*1		= 0.03	Unknown			
1183617426	CYP2D6*1, CYP2D6*4	amitriptyline,clomipramine,doxepin,imipramine,maprotiline,nortriptyline,opipramol	Dosage,Efficacy	yes	CYP2D6 *4/*4 is associated with decreased dose of amitriptyline, clomipramine, doxepin, imipramine, maprotiline, nortriptyline or Opipramol in people with Depression as compared to CYP2D6 *1/*1.			> 0.05	OR			
1451135000	CYP3A5*1, CYP3A5*3	oxycodone	Dosage	no	CYP3A5 *3 is not associated with dose of oxycodone in people with Pain, Postoperative as compared to CYP3A5 *1.	*3		> 0.05				
1451134983	CYP3A5*1, CYP3A5*3	sufentanil	Dosage	yes	CYP3A5 *1/*3 + *3/*3 are associated with increased dose of sufentanil in people with Pain, Postoperative as compared to CYP3A5 *1/*1.	*3		< 0.05				
982046981	CYP2C19*1, CYP2C19*2, CYP2C19*3	citalopram	Metabolism/PK	no	CYP2C19 *1/*2 is not associated with decreased metabolism of citalopram in people with Depressive Disorder, Major as compared to CYP2C19 *1/*1.	*2			Unknown			
982046960	CYP2D6*1, CYP2D6*4	citalopram	Metabolism/PK	no	CYP2D6 *1/*4 is not associated with decreased metabolism of citalopram in people with Depressive Disorder, Major as compared to CYP2D6 *1/*1.	*4			Unknown			
1183621939	CYP2D6*1, CYP2D6*10	risperidone	Metabolism/PK	no	CYP2D6 *10 is not associated with decreased metabolism of risperidone in people with Schizophrenia as compared to CYP2D6 *1.	*10			Unknown			
1183622066	CYP2C19*2, CYP2C19*3	mephenytoin	Metabolism/PK	not stated	CYP2C19 *2/*3 is associated with decreased metabolism of mephenytoin in healthy individuals.				Unknown			
1183619675	CYP2D6*1, CYP2D6*1xN	risperidone	Metabolism/PK	no	CYP2D6 *1xN is associated with increased metabolism of risperidone in people with Schizophrenia as compared to CYP2D6 *1.	*1XN		= 0.05	Unknown			
1183620508	CYP2D6*1, CYP2D6*4	risperidone	Efficacy	no	CYP2D6 *4 is not associated with decreased response to risperidone in people with Schizophrenia as compared to CYP2D6 *1.	*4			Unknown			
1183622172	CYP2C19*1, CYP2C19*2	mephenytoin	Metabolism/PK	not stated	CYP2C19 *2/*2 is associated with decreased metabolism of mephenytoin in healthy individuals as compared to CYP2C19 *1/*1.				Unknown			
1183620517	CYP2D6*1, CYP2D6*10	risperidone	Efficacy,Metabolism/PK	yes	CYP2D6 *10 is associated with decreased metabolism of risperidone in people with Schizophrenia as compared to CYP2D6 *1.	*10		= 0.012	Unknown			
1183622057	CYP2C19*1, CYP2C19*3	mephenytoin	Metabolism/PK	not stated	CYP2C19 *1/*3 is associated with increased metabolism of mephenytoin in healthy individuals.				Unknown			
1183623471	CYP2D6*1, CYP2D6*5	haloperidol	Metabolism/PK	no	CYP2D6 *5 is associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.	*5			Unknown			
1183629566	CYP2D6*4, CYP2D6*15	debrisoquine,dextromethorphan	Metabolism/PK	not stated	CYP2D6 *4/*15 is associated with decreased metabolism of debrisoquine or dextromethorphan.				Unknown			
1448995859	CYP2B6*1, CYP2B6*6	efavirenz	Metabolism/PK	yes	CYP2B6 *6/*6 is associated with increased concentrations of efavirenz in people with HIV as compared to CYP2B6 *1/*1.			= 0.05	OR			
1183620440	CYP2C9*1, CYP2C9*3	risperidone	Metabolism/PK	no	CYP2C9 *3 is not associated with decreased metabolism of risperidone in people with Schizophrenia as compared to CYP2C9 *1.	*3		= 0.05	Unknown			
1183623437	CYP2D6*1, CYP2D6*10	haloperidol	Metabolism/PK	no	CYP2D6 *10 is not associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.	*10			Unknown			
1183623172	CYP2D6*1, CYP2D6*10	debrisoquine	Metabolism/PK	no	CYP2D6 *1/*10 is associated with decreased metabolism of debrisoquine in healthy individuals as compared to CYP2D6 *1/*1.	*10		= 0.05	Unknown		1.17	1.85
1183624136	CYP2C19*1, CYP2C19*2, CYP2C19*3	mephenytoin,omeprazole	Metabolism/PK	yes	CYP2C19 *2/*3 is associated with decreased metabolism of mephenytoin or omeprazole in healthy individuals as compared to CYP2C19 *1/*1.			= 1.0E-4	Unknown			
1183629749	CYP2D6*1, CYP2D6*10	haloperidol	Metabolism/PK	yes	CYP2D6 *10 is associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.	*10		= 0.05	Unknown			
1183620411	CYP2D6*1, CYP2D6*4	risperidone	Metabolism/PK	yes	CYP2D6 *4 is associated with decreased metabolism of risperidone in people with Schizophrenia as compared to CYP2D6 *1.	*4		= 0.05	Unknown			
1183703250	CYP2C9*1, CYP2C9*3	lornoxicam	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased metabolism of lornoxicam in healthy individuals as compared to CYP2C9 *1/*1.			< 0.01	OR			
1183623283	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to omeprazole in people with Ulcer as compared to CYP2C19 *1/*2 + *1/*3.	*1		= 0.0439	Unknown			
1183623799	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to lansoprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.001	OR	3.06	1.56	6.0
1183679247	CYP2C19*1, CYP2C19*2	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.032	OR			
1183679247	CYP2C19*1, CYP2C19*2	rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to rabeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.037	OR			
